"filename", "language", "JavaScript JSX", "JSON", "Markdown", "JavaScript", "CSS", "XML", "HTML", "comment", "blank", "total"
"d:\Romesh\Educational\SLIIT PC\2nd Year\2nd Sem\IT Project\Project\TraviGo\TraviGo\frontend\src\pages\hotel\Dashboard.jsx", "JavaScript JSX", 154, 0, 0, 0, 0, 0, 0, 2, 14, 170
"d:\Romesh\Educational\SLIIT PC\2nd Year\2nd Sem\IT Project\Project\TraviGo\TraviGo\frontend\src\pages\hotel\Home.jsx", "JavaScript JSX", 129, 0, 0, 0, 0, 0, 0, 8, 13, 150
"d:\Romesh\Educational\SLIIT PC\2nd Year\2nd Sem\IT Project\Project\TraviGo\TraviGo\frontend\src\pages\hotel\HotelDetails.jsx", "JavaScript JSX", 361, 0, 0, 0, 0, 0, 0, 3, 16, 380
"d:\Romesh\Educational\SLIIT PC\2nd Year\2nd Sem\IT Project\Project\TraviGo\TraviGo\frontend\src\pages\hotel\HotelProviderDashboard.jsx", "JavaScript JSX", 49, 0, 0, 0, 0, 0, 0, 0, 5, 54
"d:\Romesh\Educational\SLIIT PC\2nd Year\2nd Sem\IT Project\Project\TraviGo\TraviGo\frontend\src\pages\hotel\IncomingBookings.jsx", "JavaScript JSX", 127, 0, 0, 0, 0, 0, 0, 2, 8, 137
"d:\Romesh\Educational\SLIIT PC\2nd Year\2nd Sem\IT Project\Project\TraviGo\TraviGo\frontend\src\pages\hotel\Login.jsx", "JavaScript JSX", 55, 0, 0, 0, 0, 0, 0, 0, 7, 62
"d:\Romesh\Educational\SLIIT PC\2nd Year\2nd Sem\IT Project\Project\TraviGo\TraviGo\frontend\src\pages\hotel\PreviousBookings.jsx", "JavaScript JSX", 62, 0, 0, 0, 0, 0, 0, 1, 5, 68
"d:\Romesh\Educational\SLIIT PC\2nd Year\2nd Sem\IT Project\Project\TraviGo\TraviGo\frontend\src\pages\hotel\Reports.jsx", "JavaScript JSX", 134, 0, 0, 0, 0, 0, 0, 4, 11, 149
"d:\Romesh\Educational\SLIIT PC\2nd Year\2nd Sem\IT Project\Project\TraviGo\TraviGo\frontend\src\pages\hotel\Sidebar.jsx", "JavaScript JSX", 64, 0, 0, 0, 0, 0, 0, 0, 2, 66
"d:\Romesh\Educational\SLIIT PC\2nd Year\2nd Sem\IT Project\Project\TraviGo\TraviGo\frontend\src\pages\hotel\context\AuthContext.jsx", "JavaScript JSX", 26, 0, 0, 0, 0, 0, 0, 0, 6, 32
"d:\Romesh\Educational\SLIIT PC\2nd Year\2nd Sem\IT Project\Project\TraviGo\TraviGo\frontend\src\pages\tourguide\TourGuideBookingConfirmation.jsx", "JavaScript JSX", 15, 0, 0, 0, 0, 0, 0, 0, 2, 17
"d:\Romesh\Educational\SLIIT PC\2nd Year\2nd Sem\IT Project\Project\TraviGo\TraviGo\frontend\src\pages\tourguide\TourGuideBookingForm.jsx", "JavaScript JSX", 141, 0, 0, 0, 0, 0, 0, 0, 9, 150
"d:\Romesh\Educational\SLIIT PC\2nd Year\2nd Sem\IT Project\Project\TraviGo\TraviGo\frontend\src\pages\tourguide\TourGuideCreatePackage.jsx", "JavaScript JSX", 224, 0, 0, 0, 0, 0, 0, 0, 14, 238
"d:\Romesh\Educational\SLIIT PC\2nd Year\2nd Sem\IT Project\Project\TraviGo\TraviGo\frontend\src\pages\tourguide\TourGuideDashboard.jsx", "JavaScript JSX", 1054, 0, 0, 0, 0, 0, 0, 14, 53, 1121
"d:\Romesh\Educational\SLIIT PC\2nd Year\2nd Sem\IT Project\Project\TraviGo\TraviGo\frontend\src\pages\tourguide\TourGuidePaymentPage.jsx", "JavaScript JSX", 97, 0, 0, 0, 0, 0, 0, 0, 17, 114
"d:\Romesh\Educational\SLIIT PC\2nd Year\2nd Sem\IT Project\Project\TraviGo\TraviGo\frontend\src\pages\tourguide\TourGuideServices.jsx", "JavaScript JSX", 74, 0, 0, 0, 0, 0, 0, 0, 5, 79
"d:\Romesh\Educational\SLIIT PC\2nd Year\2nd Sem\IT Project\Project\TraviGo\TraviGo\frontend\src\pages\user\AccountSettings.jsx", "JavaScript JSX", 70, 0, 0, 0, 0, 0, 0, 3, 4, 77
"d:\Romesh\Educational\SLIIT PC\2nd Year\2nd Sem\IT Project\Project\TraviGo\TraviGo\frontend\src\pages\user\EditProfile.jsx", "JavaScript JSX", 194, 0, 0, 0, 0, 0, 0, 4, 15, 213
"d:\Romesh\Educational\SLIIT PC\2nd Year\2nd Sem\IT Project\Project\TraviGo\TraviGo\frontend\src\pages\user\ExploreDestinations.jsx", "JavaScript JSX", 53, 0, 0, 0, 0, 0, 0, 1, 4, 58
"d:\Romesh\Educational\SLIIT PC\2nd Year\2nd Sem\IT Project\Project\TraviGo\TraviGo\frontend\src\pages\user\HotelBooking.jsx", "JavaScript JSX", 53, 0, 0, 0, 0, 0, 0, 1, 4, 58
"d:\Romesh\Educational\SLIIT PC\2nd Year\2nd Sem\IT Project\Project\TraviGo\TraviGo\frontend\src\pages\user\MyBooking.jsx", "JavaScript JSX", 41, 0, 0, 0, 0, 0, 0, 0, 3, 44
"d:\Romesh\Educational\SLIIT PC\2nd Year\2nd Sem\IT Project\Project\TraviGo\TraviGo\frontend\src\pages\user\TourGuide.jsx", "JavaScript JSX", 53, 0, 0, 0, 0, 0, 0, 1, 4, 58
"d:\Romesh\Educational\SLIIT PC\2nd Year\2nd Sem\IT Project\Project\TraviGo\TraviGo\frontend\src\pages\user\TourGuideBookings.jsx", "JavaScript JSX", 224, 0, 0, 0, 0, 0, 0, 6, 6, 236
"d:\Romesh\Educational\SLIIT PC\2nd Year\2nd Sem\IT Project\Project\TraviGo\TraviGo\frontend\src\pages\user\TravelPackages.jsx", "JavaScript JSX", 33, 0, 0, 0, 0, 0, 0, 0, 3, 36
"d:\Romesh\Educational\SLIIT PC\2nd Year\2nd Sem\IT Project\Project\TraviGo\TraviGo\frontend\src\pages\user\UserDashboard.jsx", "JavaScript JSX", 276, 0, 0, 0, 0, 0, 0, 10, 22, 308
"d:\Romesh\Educational\SLIIT PC\2nd Year\2nd Sem\IT Project\Project\TraviGo\TraviGo\frontend\src\pages\user\VehicleRental.jsx", "JavaScript JSX", 59, 0, 0, 0, 0, 0, 0, 1, 4, 64
"d:\Romesh\Educational\SLIIT PC\2nd Year\2nd Sem\IT Project\Project\TraviGo\TraviGo\frontend\src\pages\vehicle\VehicleProviderDashboard.jsx", "JavaScript JSX", 49, 0, 0, 0, 0, 0, 0, 0, 5, 54
"d:\Romesh\Educational\SLIIT PC\2nd Year\2nd Sem\IT Project\Project\TraviGo\TraviGo\frontend\vite.config.js", "JavaScript", 0, 0, 0, 16, 0, 0, 0, 0, 2, 18
"d:\Romesh\Educational\SLIIT PC\2nd Year\2nd Sem\IT Project\Project\TraviGo\TraviGo\package-lock.json", "JSON", 0, 6, 0, 0, 0, 0, 0, 0, 1, 7
"Total", "-", 13407, 11151, 16, 2743, 39, 4, 26, 408, 1210, 29004
